Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
16508,2022-11-20 14:18:00+00:00,2,Twitter Web App,"Jude Bellingham heads the market along with Pedri for Young Player of the Tournament at the #WorldCup2022, but is there some value further down the market?

We've attempted to find out... 🧐

18+ BeGambleAware
https://t.co/5kKDidfAzU",neutral,"Jude Bellingham heads the market along with Pedri for Young Player of the Tournament at the WorldCup2022, but is there some value further down the market? We've attempted to find out... 18+ BeGambleAware",positive,"['Jude Bellingham', 'Pedri']"
16523,2022-11-20 14:15:04+00:00,2,Cloud Campaign,"Big blow for the defending champions!

Ballon d'Or winner Karim Benzema has been ruled out of the 2022 FIFA World Cup, two days before France's opening match against Australia. 

#FansConnect #Afrosport #Benzema #France #WorldCup2022 #WorldCup #Qatar2022 https://t.co/WonEt3yfTQ",neutral,"Big blow for the defending champions! Ballon d'Or winner Karim Benzema has been ruled out of the 2022 FIFA World Cup, two days before France's opening match against Australia. FansConnect Afrosport Benzema France WorldCup2022 WorldCup Qatar2022",positive,['Karim Benzema']
16591,2022-11-20 14:07:35+00:00,0,Twitter for Android,"Who will win the Golden Boot.

#WorldCup2022
#WorldcupQatar2022 #Messi𓃵 #Ronaldo𓃵 #Kane #Jesus #neymar_jr",neutral,Who will win the Golden Boot. WorldCup2022 WorldcupQatar2022 Messi𓃵 Ronaldo𓃵 Kane Jesus neymar_jr,positive,['Neymar']
16652,2022-11-20 14:02:00+00:00,0,Twitter Web App,"Neymar loves a goal for Brazil 🇧🇷
#worldcup #fifaworldcup #fifa #football #WorldCup2022 https://t.co/BSA1L5meS0",positive,Neymar loves a goal for Brazil worldcup fifaworldcup fifa football WorldCup2022,positive,['Neymar']
16693,2022-11-20 14:00:00+00:00,1,Twitter Web App,"A Cristiano Ronaldo wax statue has been unveiled in New York's Times Square ahead of the World Cup 👀

(via fernyc_photographer/TT)

#QatarWorldCup2022 #Qatar2022 #WorldCup2022 #Portugal 
https://t.co/7n10EkH2fZ",neutral,A Cristiano Ronaldo wax statue has been unveiled in New York's Times Square ahead of the World Cup (via fernyc_photographer/TT) QatarWorldCup2022 Qatar2022 WorldCup2022 Portugal,neutral,['Cristiano Ronaldo']
16809,2022-11-20 13:45:33+00:00,0,Twitter for Android,"But don't worry Harry Kane is wearing his band #qatar #worldcup2022 #doha #hypocrisy #racism
https://t.co/yviIchoxOn",neutral,But don't worry Harry Kane is wearing his band qatar worldcup2022 doha hypocrisy racism,negative,['Harry Kane']
16890,2022-11-20 13:33:34+00:00,0,Twitter for iPhone,"🇵🇹🏆 Cristiano Ronaldo and his friends continue their preparations.

#Portugal     #QatarWorldCup2022 #WorldCup2022 https://t.co/JMEWqlDFbI",positive,Cristiano Ronaldo and his friends continue their preparations. Portugal QatarWorldCup2022 WorldCup2022,positive,['Cristiano Ronaldo']
16947,2022-11-20 13:26:07+00:00,0,Twitter for Android,"Prediction 
Golden boot--ferran torres 
Golden ball--Neymar 
#WorldCup2022",neutral,Prediction Golden boot--ferran torres Golden ball--Neymar WorldCup2022,neutral,['Neymar']
16980,2022-11-20 13:20:52+00:00,7,Twitter Web App,Former Juventus striker David Trezeguet expects big things from Milan star Rafael Leao at the World Cup in Qatar. https://t.co/oFfWayjvcX #Trezeguet #Leao #ACMilan #SerieA #WorldCup #WorldCup2022 #Calcio,positive,Former Juventus striker David Trezeguet expects big things from Milan star Rafael Leao at the World Cup in Qatar. Trezeguet Leao ACMilan SerieA WorldCup WorldCup2022 Calcio,neutral,['Rafael Leao']
17028,2022-11-20 13:14:30+00:00,5,Twitter for Android,"💵🔥Best Budget Enablers- World Cup Fantasy 2022

🤔Have got Messi, Neymar, KDB in your teams &amp; running short of budget?

🎯Top Budget Picks in #WorldCupFantasy position wise discussed in detail with stats &amp; analysis👇

Must read article✅

https://t.co/O1PimX78Gp

#WorldCup2022",neutral,"Best Budget Enablers- World Cup Fantasy 2022 Have got Messi, Neymar, KDB in your teams &amp; running short of budget? Top Budget Picks in WorldCupFantasy position wise discussed in detail with stats &amp; analysis Must read article WorldCup2022",positive,['Neymar']
17052,2022-11-20 13:11:57+00:00,0,Twitter for Android,"My world cup predictions #WorldCup2022 #Qatar2022
#WorldCup
Winners: Brazil 
🔥 Player of the Tournament: Neymar
💫 YPOT: Gavi
❌ Under-performers: France 
🐎 Dark horse: Denmark/Uruguay
🎯Most assists: Neymar
⚽️ Top Scorer: lautaro martinez
🌟Breakout star: Enzo Fernandez",positive,My world cup predictions WorldCup2022 Qatar2022 WorldCup Winners: Brazil Player of the Tournament: Neymar YPOT: Gavi Under-performers: France Dark horse: Denmark/Uruguay Most assists: Neymar Top Scorer: lautaro martinez Breakout star: Enzo Fernandez,positive,"['Neymar', 'Gavi']"
17109,2022-11-20 13:01:59+00:00,2,Twitter for iPhone,Huge blow to France before World Cup - Karim Benzema out for World Cup with leg injury #worldcup2022 #nftcommunity #nfts #soccer #football  https://t.co/oXzy3cyvZz,negative,Huge blow to France before World Cup - Karim Benzema out for World Cup with leg injury worldcup2022 nftcommunity nfts soccer football,negative,['Karim Benzema']
17139,2022-11-20 13:00:01+00:00,0,Twitter Web App,"❌ Karim Benzema
❌ Paul Pogba
❌ Reece James
❌ Diogo Jota
❌ N'Golo Kante

🔔 Major stars will not be able to play in the 2022 Qatar World Cup due to injuries.

#QatarWorldCup2022 #Qatar2022 #WorldCup #WorldCup2022 https://t.co/EXrXiA9erO",neutral,Karim Benzema Paul Pogba Reece James Diogo Jota N'Golo Kante Major stars will not be able to play in the 2022 Qatar World Cup due to injuries. QatarWorldCup2022 Qatar2022 WorldCup WorldCup2022,positive,['Karim Benzema']
17151,2022-11-20 12:59:38+00:00,1,Twitter for iPhone,"(WC 2022 Predictions)

🏆 Winners: Argentina 
🥈 Runners-up: England
⚽️ Top scorer: Kane
🎯 Most assists: Neymar
🌟 Player of the Tournament: Messi
🌟 Young POTT:Musiala or Xavi Simmons
🐎 Dark horses: Serbia

#WorldCup2022",positive,(WC 2022 Predictions) Winners: Argentina Runners-up: England Top scorer: Kane Most assists: Neymar Player of the Tournament: Messi Young POTT:Musiala or Xavi Simmons Dark horses: Serbia WorldCup2022,positive,['Neymar']
17162,2022-11-20 12:57:35+00:00,0,Twitter for Android,"Karim Benzema has suffered a problem in today’s training session with France, as advanced by RMC Sport. More tests will follow. 🚨🇫🇷 #WorldCup2022

France staff will be on it to understand how to proceed with Karim’s problem.

🔗FabrizioRomano https://t.co/umak5tpqFa",neutral,"Karim Benzema has suffered a problem in today’s training session with France, as advanced by RMC Sport. More tests will follow. WorldCup2022 France staff will be on it to understand how to proceed with Karim’s problem. FabrizioRomano",negative,['Karim Benzema']
17174,2022-11-20 12:54:47+00:00,2,Twitter Web App,"Wishing Karim Benzema a speedy recovery!

#Football #KarimBenzema #WorldCup2022 #Qatar https://t.co/iw9mYIJm6P",positive,Wishing Karim Benzema a speedy recovery! Football KarimBenzema WorldCup2022 Qatar,positive,['Karim Benzema']
17175,2022-11-20 12:54:33+00:00,1,Twitter for Android,"Champions: brazil
Top scorer: neymar
Best player: messi
Best GK: pickford
#WorldCup2022 https://t.co/ptz1hvZWAx",positive,Champions: brazil Top scorer: neymar Best player: messi Best GK: pickford WorldCup2022,positive,['Neymar']
17466,2022-11-20 12:34:06+00:00,0,Twitter for Android,"Karim Benzema to miss World Cup in major blow to France
#263culture #culture #sport #WorldCup2022 #WorldCup https://t.co/NaO17Xy1oi",neutral,Karim Benzema to miss World Cup in major blow to France 263culture culture sport WorldCup2022 WorldCup,negative,['Karim Benzema']
17467,2022-11-20 12:34:02+00:00,4,Twitter Web App,"Finally it’s World Cup time! ⚽️⚽️⚽️

Who will win the Worldcup ?

Check $FOCCER out ⚽️🔥🚀🌕

#Neymar #Mbappe #cr7 #Messi𓃵 #Ronaldo𓃵 #Lewandowski #harrykane
$Foccer #Foccer #golden boot
#WorldCup #WorldCup2022 #englandsquad  #brazil #Argentina2022 #france #portugal #poland https://t.co/ZYQxrSvE3c",positive,Finally it’s World Cup time! Who will win the Worldcup ? Check $FOCCER out Neymar Mbappe cr7 Messi𓃵 Ronaldo𓃵 Lewandowski harrykane $Foccer Foccer golden boot WorldCup WorldCup2022 englandsquad brazil Argentina2022 france portugal poland,positive,['Neymar']
17488,2022-11-20 12:32:29+00:00,0,Tweetbot for iΟS,"#WorldCup2022 two hours to go! 
A huge respect to all, but I choose to cheer for you:
🇶🇦 Qatar
🇫🇷 Giroud, Theo
🇵🇹 CR7, Leao
🇧🇷 Neymar, T. Silva
🇭🇷 Moderic
🇦🇷 Leo Messi

Like rest of us, I hope the dream come true.. 🇦🇷 vs 🇵🇹 in the finale 🏆 https://t.co/lMnMAPIdl8",positive,"WorldCup2022 two hours to go! A huge respect to all, but I choose to cheer for you: Qatar Giroud, Theo CR7, Leao Neymar, T. Silva Moderic Leo Messi Like rest of us, I hope the dream come true.. vs in the finale",positive,['Neymar']
17539,2022-11-20 12:30:00+00:00,0,Twitter Web App,"🇦🇷🏆 Lionel Messi: ""We have the strength to win the 2022 World Cup, but we are not as favorite as the Argentines think.""

#QatarWorldCup2022 #Qatar2022 #WorldCup #WorldCup2022 #Argentina https://t.co/mKsS2kKGGB",neutral,"Lionel Messi: ""We have the strength to win the 2022 World Cup, but we are not as favorite as the Argentines think."" QatarWorldCup2022 Qatar2022 WorldCup WorldCup2022 Argentina",positive,['Lionel Messi']
17574,2022-11-20 12:27:32+00:00,0,Twitter Web App,"See all the Artistes to Perform at the Qatar World Cup Opening Ceremony.

Anthony Martial #YoursToTake #FIFAWorldCup2022 Portugal Neymar Argentina #DavidoAt30 Waka Waka #RonaldoOnBinance Asiwaju #QatarWorldCup2022 #WorldCup #WorldCup2022 
Deschamps

https://t.co/RgJeKSTTVl",neutral,See all the Artistes to Perform at the Qatar World Cup Opening Ceremony. Anthony Martial YoursToTake FIFAWorldCup2022 Portugal Neymar Argentina DavidoAt30 Waka Waka RonaldoOnBinance Asiwaju QatarWorldCup2022 WorldCup WorldCup2022 Deschamps,neutral,['Neymar']
17614,2022-11-20 12:24:07+00:00,0,Twitter for iPhone,"Winners Brazil 🇧🇷 
Runners up Portugal 🇵🇹 
Top scorer neymar jr 
Most assists Bruno fernandes 
Player of tournament neymar jr 
Young player tournament antony 
Dark horses netherlands 🇳🇱 
#WorldCup #WorldCup2022 https://t.co/w92syVpL91",positive,Winners Brazil Runners up Portugal Top scorer neymar jr Most assists Bruno fernandes Player of tournament neymar jr Young player tournament antony Dark horses netherlands WorldCup WorldCup2022,positive,"['Neymar', 'Bruno Fernandes']"
17699,2022-11-20 12:18:14+00:00,0,Twitter for Android,"Draft 4

Doubt I'll change too much in this team. Players most likely to be changed: Sane, Perisic &amp; Nunez. Players most likely to be brought in: Kane, Foden, &amp; Eriksen. Messi &amp; Neymar captains. Mbappe 12th man chip v 🇦🇺

#WorldCup2022 #FPLCommunity #WorldCupFantasy #Qatar2022 https://t.co/A4M199HF1B",neutral,"Draft 4 Doubt I'll change too much in this team. Players most likely to be changed: Sane, Perisic &amp; Nunez. Players most likely to be brought in: Kane, Foden, &amp; Eriksen. Messi &amp; Neymar captains. Mbappe 12th man chip v WorldCup2022 FPLCommunity WorldCupFantasy Qatar2022",negative,['Neymar']
17970,2022-11-20 12:00:59+00:00,8,Twitter for iPhone,The Harry Kane Junior School @HKane is ready and excited for the @FIFAWorldCup - the UK's number one @GarethSouthgate teacher lookalike is ready - our three lions are ready! We're all ready and really excited for #WorldCup2022 - we've got amazing things planned! https://t.co/AzcGyppf6f,positive,The Harry Kane Junior School is ready and excited for the - the UK's number one teacher lookalike is ready - our three lions are ready! We're all ready and really excited for WorldCup2022 - we've got amazing things planned!,positive,['Harry Kane']
18009,2022-11-20 12:00:00+00:00,0,Twitter Web App,"🇵🇹🏆 Cristiano Ronaldo and his friends continue their preparations.

#Portugal #QatarWorldCup2022 #WorldCup2022 https://t.co/PK8BWVr4BX",positive,Cristiano Ronaldo and his friends continue their preparations. Portugal QatarWorldCup2022 WorldCup2022,positive,['Cristiano Ronaldo']
18014,2022-11-20 11:59:56+00:00,0,Twitter Web App,Today marks the beginning of Qatar Success. Lionel Messi will successed #WorldCup2022,positive,Today marks the beginning of Qatar Success. Lionel Messi will successed WorldCup2022,positive,['Lionel Messi']
18070,2022-11-20 11:56:23+00:00,0,Twitter for Android,"“In my life I have never given up… but tonight I have to think of the team as I have always done so reason tells me to leave my place to someone who can help our group to make a great world cup. Thank you for all your messages of support”.

- Karim Benzema

#WorldCup2022",positive,“In my life I have never given up… but tonight I have to think of the team as I have always done so reason tells me to leave my place to someone who can help our group to make a great world cup. Thank you for all your messages of support”. - Karim Benzema WorldCup2022,positive,['Karim Benzema']
18082,2022-11-20 11:55:47+00:00,0,Twitter Web App,"France coach Didier Deschamps has confirmed that there will be no replacement for Karim Benzema. ❌

After Randal Kolo Muani replaced Christopher Nkunku, there will be no new changes in the France list. [@FabrizioRomano]

#TheGoalpostNews #Benzema #France #WorldCup #WorldCup2022 https://t.co/gUQtcYZoBA",neutral,"France coach Didier Deschamps has confirmed that there will be no replacement for Karim Benzema. After Randal Kolo Muani replaced Christopher Nkunku, there will be no new changes in the France list. [] TheGoalpostNews Benzema France WorldCup WorldCup2022",negative,['Karim Benzema']
18112,2022-11-20 11:53:43+00:00,0,Twitter for Android,"🔮 Last-minute World Cup Predictions:

🏆 Winners: Brasil
🥈 Runners-up: Germany
⚽️ Top scorer: Neymar
🎯 Most assists: Musiala
🌟 Player of the Tournament: Neymar
🌟 Young POTT:Musiala
🐎 Dark horses: Denmark
#QatarWorldCup2022 
#WorldCup2022 
#WM2022 https://t.co/ECwllGmU9O",neutral,Last-minute World Cup Predictions: Winners: Brasil Runners-up: Germany Top scorer: Neymar Most assists: Musiala Player of the Tournament: Neymar Young POTT:Musiala Dark horses: Denmark QatarWorldCup2022 WorldCup2022 WM2022,positive,['Neymar']
18194,2022-11-20 11:48:13+00:00,6,Twitter for iPhone,How Jamaicans be when they attend the worldcup 🤣 Team Brazil 🇧🇷 Saw Neymar for the 1st time ❤️#neymarjr #WorldCup2022 #qatar #QatarWorldCup2022 #Qatar2022 #love https://t.co/PlKDG3ri56,positive,How Jamaicans be when they attend the worldcup Team Brazil Saw Neymar for the 1st time neymarjr WorldCup2022 qatar QatarWorldCup2022 Qatar2022 love,positive,['Neymar']
18216,2022-11-20 11:46:30+00:00,7,Twitter for iPhone,"#Messi𓃵 #ronaldo𓃵 #WorldCup2022 #QatarWorldCup2022 

Players where Qatar is maybe their last worldcup.

-Christiano ronaldo
-Lionel Messi
-Manuel Neuer
-Olivier Giroud
-Karim Benzema
-Sergio Busquets
-Luis Suárez
-Robert Lewandowski https://t.co/wqNQDw2Drr",neutral,Messi𓃵 ronaldo𓃵 WorldCup2022 QatarWorldCup2022 Players where Qatar is maybe their last worldcup. -Christiano ronaldo -Lionel Messi -Manuel Neuer -Olivier Giroud -Karim Benzema -Sergio Busquets -Luis Suárez -Robert Lewandowski,neutral,"['Lionel Messi', 'Karim Benzema']"
18236,2022-11-20 11:45:19+00:00,0,Twitter for iPhone,"How it feels to have Kane, Messi and Neymar in your #FantasyFootball team, pray and hope they bring the point 🙏🏻🙏🏻 #FIFAWorldCup #FIFAWorldCup2022 #FIFAWorldCupQatar #FIFAWorldCupQatar2022 #WorldCup #WorldCup2022 #WorldCup2022Qatar #WorldCupQatar2022 #WorldCupFever https://t.co/el9iCecIWi",positive,"How it feels to have Kane, Messi and Neymar in your FantasyFootball team, pray and hope they bring the point FIFAWorldCup FIFAWorldCup2022 FIFAWorldCupQatar FIFAWorldCupQatar2022 WorldCup WorldCup2022 WorldCup2022Qatar WorldCupQatar2022 WorldCupFever",positive,['Neymar']
18345,2022-11-20 11:37:36+00:00,0,Twitter for iPhone,"When you’ve finally sorted out your #FantasyFootball team and gone for two #Brazil players, Neymar and Guimaraes, not bad 😁😁😁 #BRA  #FIFAWorldCup2022 #FIFAWorldCupQatar #FIFAWorldCupQatar2022 #WorldCup #WorldCup2022 #WorldCup2022Qatar #WorldCupQatar2022 #WorldCupFever https://t.co/EEJShaJN9A",positive,"When you’ve finally sorted out your FantasyFootball team and gone for two Brazil players, Neymar and Guimaraes, not bad BRA FIFAWorldCup2022 FIFAWorldCupQatar FIFAWorldCupQatar2022 WorldCup WorldCup2022 WorldCup2022Qatar WorldCupQatar2022 WorldCupFever",positive,['Neymar']
