player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,lstm_pred
Alejandro Oliveira,2022/23,4,Real Sociedad,Midfielder,3,28,12843603.0,16.3684,2,original,784,0.8607,Experienced,0,0,0,1,8,432,54.0,1,2,2,17,1047,818,78.2,2,49,28,0.5714,112,57,20,0.4167,0.4167,3.5417,0.8333,0.1176,1.0,22.0833,23.3333,10.8542,0,0,0,,0,1.0,0.0,0,3,8743,1,0,2914.3333,8743.0,524.628,0.1373,0.1367,-0.1029,-0.1667,0.2167,1,2,0,Negative,13004497.516527692
Alejandro Oliveira,2023/24,5,Real Sociedad,Midfielder,3,29,12843603.0,16.3684,2,original,841,0.8187,Experienced,0,0,0,1,8,432,54.0,1,2,2,17,1047,818,78.2,2,49,28,0.5714,112,57,20,0.4167,0.4167,3.5417,0.8333,0.1176,1.0,22.0833,23.3333,10.8542,0,0,0,,0,1.0,0.0,0,3,8743,1,0,2914.3333,8743.0,524.628,0.172,0.0853,0.2107,0.2944,0.5167,1,0,2,Positive,13917042.253777808
Alejandro Rasmussen,2022/23,4,Valencia,Forward,4,28,19844087.0,16.8034,2,original,784,0.8607,Experienced,0,1,0,0,34,2584,76.0,3,25,14,104,2911,2253,77.4,2,69,34,0.4928,87,69,34,0.8707,0.4876,3.6223,1.3584,0.2404,0.56,4.8065,3.0302,6.3077,2,46,2,Knee injury,92,0.9444,0.5,1,5,9674,2,1,1934.8,9674.0,559.7105,0.123,0.0866,0.0873,0.0517,0.1976,1,2,2,Positive,17817910.054814834
Alejandro Rasmussen,2023/24,5,Valencia,Forward,4,29,19844087.0,16.8034,2,original,841,0.8187,Experienced,0,1,0,0,34,2584,76.0,3,25,14,104,2911,2253,77.4,2,69,34,0.4928,87,69,34,0.8707,0.4876,3.6223,1.3584,0.2404,0.56,4.8065,3.0302,6.3077,2,46,2,Knee injury,92,0.9444,0.4,1,5,9674,2,1,1934.8,9674.0,560.7105,0.0904,0.0534,0.1358,0.115,0.2767,2,1,2,Positive,17954167.628817964
Alejandro Remiro Gargallo,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,68,49,72.1,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.0336,0.1257,0.1773,-0.1407,0.3139,0.4528,1,2,0,Negative,7500000.0
Alejandro Remiro Gargallo,2023/24,5,Real Sociedad,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,68,49,72.1,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.0336,0.1447,0.0927,0.1278,0.1194,0.246,1,1,1,Positive,6333333.333333333
Alejandro Schmidt,2022/23,4,Inter Milan,Defender,2,28,26859813.0,17.1061,2,original,784,0.8607,Experienced,1,0,0,0,17,1088,64.0,2,1,3,8,856,788,92.1,3,85,44,0.5176,196,52,50,0.0827,0.2482,0.6618,0.3309,0.125,3.0,11.3327,16.2132,5.9393,0,0,0,,0,1.0,0.0,0,5,13909,2,2,2781.8,13909.0,781.2013,0.0,0.1826,-0.2945,0.06,0.12,0,4,1,Negative,23531516.04388285
Alejandro Schmidt,2023/24,5,Inter Milan,Defender,2,29,26859813.0,17.1061,2,original,841,0.8187,Experienced,1,0,0,0,17,1088,64.0,2,1,3,8,856,788,92.1,3,85,44,0.5176,196,52,50,0.0827,0.2482,0.6618,0.3309,0.125,3.0,11.3327,16.2132,5.9393,0,0,0,,0,1.0,0.0,0,5,13909,2,2,2781.8,13909.0,781.2013,0.0368,0.1732,-0.2037,0.19,0.4867,1,3,1,Negative,21578393.44967613
Alejandro Wagner,2022/23,4,Monaco,Midfielder,3,28,150080443.0,18.8267,4,original,784,0.8607,Experienced,0,0,0,1,2,178,89.0,1,1,0,3,2085,1509,72.4,2,22,11,0.5,149,31,14,0.5056,0.0,1.5169,0.5056,0.3333,0.0,26.7978,75.3371,24.8764,2,103,10,Knee ligament injury,206,0.1667,0.5,1,4,8872,2,1,2218.0,8872.0,546.1213,0.0,0.0962,-0.1959,0.1942,0.5721,0,1,3,Negative,150569799.91664058
Alejandro Wagner,2023/24,5,Monaco,Midfielder,3,29,150080443.0,18.8267,4,original,841,0.8187,Experienced,0,0,0,1,2,178,89.0,1,1,0,3,2085,1509,72.4,2,22,11,0.5,149,31,14,0.5056,0.0,1.5169,0.5056,0.3333,0.0,26.7978,75.3371,24.8764,2,103,10,Knee ligament injury,206,0.1667,0.4,1,4,8872,2,1,2218.0,8872.0,547.1213,0.1548,0.1155,0.0958,0.2399,0.3253,2,1,1,Positive,149548134.65331018
Aleksandar Coulibaly,2022/23,4,Vitoria,Defender,2,28,12247719.0,16.3209,2,original,784,0.8607,Experienced,1,0,0,0,29,1305,45.0,2,0,11,1,1929,1626,84.3,2,66,28,0.4242,98,11,46,0.0,0.7586,0.069,0.7586,0.0,11.0,5.3103,6.7586,3.5793,3,40,6,Calf muscle strain,120,0.8286,0.75,1,2,9184,1,0,4592.0,9184.0,529.1435,0.0,0.0833,-0.1529,0.1111,0.4056,0,1,2,Negative,11915709.387242885
Aleksandar Coulibaly,2023/24,5,Vitoria,Defender,2,29,12247719.0,16.3209,2,original,841,0.8187,Experienced,1,0,0,0,29,1305,45.0,2,0,11,1,1929,1626,84.3,2,66,28,0.4242,98,11,46,0.0,0.7586,0.069,0.7586,0.0,11.0,5.3103,6.7586,3.5793,3,40,6,Calf muscle strain,120,0.8286,0.6,1,2,9184,1,0,4592.0,9184.0,530.6435,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,9949022.37673782
Aleksandar Durand,2022/23,4,Napoli,Defender,2,28,92927615.0,18.3473,4,original,784,0.8607,Experienced,1,0,0,0,8,416,52.0,1,2,4,10,2341,1531,65.4,1,52,27,0.5192,95,38,18,0.4327,0.8654,2.1635,1.2981,0.2,2.0,19.4712,20.5529,10.2764,0,0,0,,0,1.0,0.0,0,3,6153,2,0,2051.0,6153.0,394.3793,0.0,0.2013,-0.3778,0.2188,0.4,0,3,1,Negative,92985292.7554994
Aleksandar Durand,2023/24,5,Napoli,Defender,2,29,92927615.0,18.3473,4,original,841,0.8187,Experienced,1,0,0,0,8,416,52.0,1,2,4,10,2341,1531,65.4,1,52,27,0.5192,95,38,18,0.4327,0.8654,2.1635,1.2981,0.2,2.0,19.4712,20.5529,10.2764,0,0,0,,0,1.0,0.0,0,3,6153,2,0,2051.0,6153.0,394.3793,0.0,0.134,-0.1867,0.2,0.4,0,2,2,Negative,93671042.46043202
Aleksandar Kaminski,2022/23,4,PSV Eindhoven,Forward,4,28,160376700.0,18.893,4,original,784,0.8607,Experienced,0,1,0,0,24,1200,50.0,2,12,0,68,706,535,75.9,2,91,63,0.6923,67,74,24,0.9,0.0,5.1,0.9,0.1765,0.0,12.375,5.025,6.7575,0,0,0,,0,1.0,0.0,0,4,6681,3,0,1670.25,6681.0,419.7423,0.0988,0.0284,0.1612,0.3552,0.4569,2,0,3,Positive,162243113.8563758
Aleksandar Kaminski,2023/24,5,PSV Eindhoven,Forward,4,29,160376700.0,18.893,4,original,841,0.8187,Experienced,0,1,0,0,24,1200,50.0,2,12,0,68,706,535,75.9,2,91,63,0.6923,67,74,24,0.9,0.0,5.1,0.9,0.1765,0.0,12.375,5.025,6.7575,0,0,0,,0,1.0,0.0,0,4,6681,3,0,1670.25,6681.0,419.7423,0.0786,0.1554,-0.0974,0.3633,0.4567,1,3,1,Negative,162947353.5220446
Aleksandar Meyer,2022/23,4,Rangers,Defender,2,28,8973509.0,16.0098,1,original,784,0.8607,Experienced,1,0,0,0,30,2250,75.0,2,7,7,37,1256,1155,92.0,3,55,26,0.4727,170,42,50,0.28,0.28,1.48,0.56,0.1892,1.0,3.88,6.8,4.18,0,0,0,,0,1.0,0.0,0,4,9493,4,0,2373.25,9493.0,555.5396,0.1067,0.1497,-0.1341,0.1458,0.2917,2,4,0,Negative,10132535.419606967
Aleksandar Meyer,2023/24,5,Rangers,Defender,2,29,8973509.0,16.0098,1,original,841,0.8187,Experienced,1,0,0,0,30,2250,75.0,2,7,7,37,1256,1155,92.0,3,55,26,0.4727,170,42,50,0.28,0.28,1.48,0.56,0.1892,1.0,3.88,6.8,4.18,0,0,0,,0,1.0,0.0,0,4,9493,4,0,2373.25,9493.0,555.5396,0.0745,0.1367,-0.06,0.2752,0.3882,1,4,1,Negative,9696423.917776888
Aleksandar Moreau,2022/23,4,Liverpool,Defender,2,28,105312811.0,18.4724,4,original,784,0.8607,Experienced,1,0,0,0,25,1500,60.0,2,8,3,50,523,482,92.3,3,113,61,0.5398,137,24,3,0.48,0.18,3.0,0.66,0.16,0.375,8.22,8.22,5.766,1,24,1,Back injury,24,0.9615,0.25,1,5,10316,3,0,2063.2,10316.0,601.3916,0.0532,0.1378,-0.0869,0.3952,0.5069,1,2,2,Negative,105401345.20490065
Aleksandar Moreau,2023/24,5,Liverpool,Defender,2,29,105312811.0,18.4724,4,original,841,0.8187,Experienced,1,0,0,0,25,1500,60.0,2,8,3,50,523,482,92.3,3,113,61,0.5398,137,24,3,0.48,0.18,3.0,0.66,0.16,0.375,8.22,8.22,5.766,1,24,1,Back injury,24,0.9615,0.2,1,5,10316,3,0,2063.2,10316.0,601.8916,0.0,0.1072,-0.1494,0.3267,0.4533,0,2,3,Negative,105557874.55260187
Aleksandar Smith,2022/23,4,Nice,Defender,2,28,25781114.0,17.0652,2,original,784,0.8607,Experienced,1,0,0,0,9,423,47.0,1,5,4,35,917,817,89.1,3,92,53,0.5761,178,61,40,1.0638,0.8511,7.4468,1.9149,0.1429,0.8,32.5532,37.8723,19.9787,2,65,8,Concussion,130,0.5294,0.5,1,5,19026,4,1,3805.2,19026.0,1049.7754,0.161,0.0872,0.2398,0.2157,0.329,3,1,2,Positive,18775926.622340996
Aleksandar Smith,2023/24,5,Nice,Defender,2,29,25781114.0,17.0652,2,original,841,0.8187,Experienced,1,0,0,0,9,423,47.0,1,5,4,35,917,817,89.1,3,92,53,0.5761,178,61,40,1.0638,0.8511,7.4468,1.9149,0.1429,0.8,32.5532,37.8723,19.9787,2,65,8,Concussion,130,0.5294,0.4,1,5,19026,4,1,3805.2,19026.0,1050.7754,0.2232,0.1037,0.2531,0.4099,0.4835,4,2,0,Positive,17949570.697426412
Alessandro Alvarez,2022/23,4,Monaco,Forward,4,28,60954643.0,17.9256,4,original,784,0.8607,Experienced,0,1,0,0,20,1240,62.0,2,11,1,86,1640,1456,88.8,3,6,2,0.3333,72,47,49,0.7984,0.0726,6.2419,0.871,0.1279,0.0909,3.8468,5.2258,7.229,3,58,5,Ankle sprain,174,0.8,0.75,1,4,14877,2,0,3719.25,14877.0,823.6848,0.046,0.1078,-0.055,0.1333,0.4361,1,2,1,Negative,54978838.89551728
Alessandro Alvarez,2023/24,5,Monaco,Forward,4,29,60954643.0,17.9256,4,original,841,0.8187,Experienced,0,1,0,0,20,1240,62.0,2,11,1,86,1640,1456,88.8,3,6,2,0.3333,72,47,49,0.7984,0.0726,6.2419,0.871,0.1279,0.0909,3.8468,5.2258,7.229,3,58,5,Ankle sprain,174,0.8,0.6,1,4,14877,2,0,3719.25,14877.0,825.1848,0.256,0.11,0.2682,0.0378,0.264,3,1,0,Positive,54162235.47556444
Alessandro Bianchi,2022/23,4,Rangers,Midfielder,3,28,51772852.0,17.7624,3,original,784,0.8607,Experienced,0,0,0,1,35,2415,69.0,2,5,11,35,964,728,75.6,2,38,21,0.5526,67,28,53,0.1863,0.4099,1.3043,0.5963,0.1429,2.2,2.4596,2.4969,2.7801,2,20,2,Abdominal problems,40,0.9459,0.5,1,3,6359,2,0,2119.6667,6359.0,390.0547,0.0665,0.1542,-0.0814,0.1982,0.1795,1,2,1,Negative,52951208.76995551
Alessandro Bianchi,2023/24,5,Rangers,Midfielder,3,29,51772852.0,17.7624,3,original,841,0.8187,Experienced,0,0,0,1,35,2415,69.0,2,5,11,35,964,728,75.6,2,38,21,0.5526,67,28,53,0.1863,0.4099,1.3043,0.5963,0.1429,2.2,2.4596,2.4969,2.7801,2,20,2,Abdominal problems,40,0.9459,0.4,1,3,6359,2,0,2119.6667,6359.0,391.0547,0.1965,0.1318,0.1879,0.2507,0.687,3,1,0,Positive,53154974.41742838
Alessandro Cisse,2022/23,4,Benfica,Forward,4,28,75252309.0,18.1364,4,original,784,0.8607,Experienced,0,1,0,0,35,2380,68.0,2,22,3,118,1935,1482,76.6,2,36,28,0.7778,200,18,23,0.8319,0.1134,4.4622,0.9454,0.1864,0.1364,2.042,7.563,7.2227,0,0,0,,0,1.0,0.0,0,2,2291,1,0,1145.5,2291.0,199.6367,0.0,0.0,0.0,0.2111,0.4556,0,0,3,Neutral,77051817.37653011
Alessandro Cisse,2023/24,5,Benfica,Forward,4,29,75252309.0,18.1364,4,original,841,0.8187,Experienced,0,1,0,0,35,2380,68.0,2,22,3,118,1935,1482,76.6,2,36,28,0.7778,200,18,23,0.8319,0.1134,4.4622,0.9454,0.1864,0.1364,2.042,7.563,7.2227,0,0,0,,0,1.0,0.0,0,2,2291,1,0,1145.5,2291.0,199.6367,0.0,0.0707,-0.1338,0.225,0.4333,0,1,2,Negative,76731624.12676778
Alessandro Fernandes,2022/23,4,Roma,Defender,2,28,10274788.0,16.1452,2,original,784,0.8607,Experienced,1,0,0,0,9,675,75.0,1,3,3,14,2972,2330,78.4,2,80,49,0.6125,199,50,55,0.4,0.4,1.8667,0.8,0.2143,1.0,17.3333,26.5333,10.8933,1,29,4,Shoulder injury,29,0.6923,0.25,1,5,11312,1,2,2262.4,11312.0,648.7119,0.101,0.1422,-0.0816,0.04,0.17,1,3,1,Negative,10007908.008999342
Alessandro Fernandes,2023/24,5,Roma,Defender,2,29,10274788.0,16.1452,2,original,841,0.8187,Experienced,1,0,0,0,9,675,75.0,1,3,3,14,2972,2330,78.4,2,80,49,0.6125,199,50,55,0.4,0.4,1.8667,0.8,0.2143,1.0,17.3333,26.5333,10.8933,1,29,4,Shoulder injury,29,0.6923,0.2,1,5,11312,1,2,2262.4,11312.0,649.2119,0.104,0.1192,0.0013,-0.03,0.355,2,2,1,Neutral,10755415.059092188
Alessandro Pavlovic,2022/23,4,Atletico Madrid,Midfielder,3,28,116772158.0,18.5757,4,original,784,0.8607,Experienced,0,0,0,1,6,396,66.0,1,3,0,17,2899,2496,86.1,3,7,4,0.5714,79,26,20,0.6818,0.0,3.8636,0.6818,0.1765,0.0,7.5,17.9545,9.3636,1,14,2,Groin injury,14,0.75,0.25,1,4,4029,3,0,1007.25,4029.0,289.7269,0.0,0.19,-0.3563,0.0,0.2,0,4,1,Negative,120049220.6242967
Alessandro Pavlovic,2023/24,5,Atletico Madrid,Midfielder,3,29,116772158.0,18.5757,4,original,841,0.8187,Experienced,0,0,0,1,6,396,66.0,1,3,0,17,2899,2496,86.1,3,7,4,0.5714,79,26,20,0.6818,0.0,3.8636,0.6818,0.1765,0.0,7.5,17.9545,9.3636,1,14,2,Groin injury,14,0.75,0.2,1,4,4029,3,0,1007.25,4029.0,290.2269,0.1904,0.15,0.11,0.3952,0.5662,3,2,0,Positive,120235274.02857623
Alessandro Thomas,2022/23,4,PSG,Midfielder,3,28,64971855.0,17.9895,4,original,784,0.8607,Experienced,0,0,0,1,11,693,63.0,1,4,1,16,1035,894,86.4,3,9,4,0.4444,115,13,39,0.5195,0.1299,2.0779,0.6494,0.25,0.25,2.8571,14.9351,7.3377,3,70,11,Cartilage damage,210,0.5,0.75,1,3,1503,0,1,501.0,1503.0,153.0554,0.1257,0.1067,-0.0069,0.3,0.475,1,1,1,Neutral,68684357.98466942
Alessandro Thomas,2023/24,5,PSG,Midfielder,3,29,64971855.0,17.9895,4,original,841,0.8187,Experienced,0,0,0,1,11,693,63.0,1,4,1,16,1035,894,86.4,3,9,4,0.4444,115,13,39,0.5195,0.1299,2.0779,0.6494,0.25,0.25,2.8571,14.9351,7.3377,3,70,11,Cartilage damage,210,0.5,0.6,1,3,1503,0,1,501.0,1503.0,154.5554,0.1973,0.0833,0.1797,0.1667,0.5167,2,1,0,Positive,68005903.48936373
Alessandro Torres,2022/23,4,Monaco,Midfielder,3,28,81208717.0,18.2125,4,original,784,0.8607,Experienced,0,0,0,1,9,414,46.0,1,7,2,41,1857,1366,73.6,2,9,5,0.5556,146,24,21,1.5217,0.4348,8.913,1.9565,0.1707,0.2857,7.1739,31.7391,19.413,3,82,1,Abdominal problems,246,0.9,0.75,1,1,3689,0,0,3689.0,3689.0,279.0746,0.0,0.132,-0.2365,0.2778,0.5556,0,1,2,Negative,76308385.12821087
Alessandro Torres,2023/24,5,Monaco,Midfielder,3,29,81208717.0,18.2125,4,original,841,0.8187,Experienced,0,0,0,1,9,414,46.0,1,7,2,41,1857,1366,73.6,2,9,5,0.5556,146,24,21,1.5217,0.4348,8.913,1.9565,0.1707,0.2857,7.1739,31.7391,19.413,3,82,1,Abdominal problems,246,0.9,0.6,1,1,3689,0,0,3689.0,3689.0,280.5746,0.0893,0.0,0.2193,0.2667,0.5667,1,0,2,Positive,77905079.40742114
Alessandro Vlahovic,2022/23,4,Rangers,Forward,4,28,17568386.0,16.6816,2,original,784,0.8607,Experienced,0,1,0,0,23,1679,73.0,2,13,0,56,987,754,76.4,2,61,30,0.4918,56,75,58,0.6968,0.0,3.0018,0.6968,0.2321,0.0,7.2901,3.0018,4.492,3,75,5,Abdominal problems,225,0.8214,0.75,1,3,5646,2,0,1882.0,5646.0,351.9283,0.12,0.1492,-0.1132,0.1838,0.6075,2,2,0,Negative,15876903.241060866
Alessandro Vlahovic,2023/24,5,Rangers,Forward,4,29,17568386.0,16.6816,2,original,841,0.8187,Experienced,0,1,0,0,23,1679,73.0,2,13,0,56,987,754,76.4,2,61,30,0.4918,56,75,58,0.6968,0.0,3.0018,0.6968,0.2321,0.0,7.2901,3.0018,4.492,3,75,5,Abdominal problems,225,0.8214,0.6,1,3,5646,2,0,1882.0,5646.0,353.4283,0.0312,0.12,-0.1735,0.1625,0.2625,0,2,2,Negative,15721312.266169516
Alexander Becker,2022/23,4,Celtic,Defender,2,28,1478324.0,14.2064,1,original,784,0.8607,Experienced,1,0,0,0,30,2370,79.0,2,10,14,60,2334,1645,70.5,2,97,65,0.6701,142,68,1,0.3797,0.5316,2.2785,0.9114,0.1667,1.4,6.2658,5.3924,4.9595,1,58,1,Abdominal problems,58,0.9677,0.25,1,3,10201,3,0,3400.3333,10201.0,579.3908,0.1324,0.098,0.0625,0.3467,0.3676,2,2,1,Positive,1478324.0
Alexander Becker,2023/24,5,Celtic,Defender,2,29,1478324.0,14.2064,1,original,841,0.8187,Experienced,1,0,0,0,30,2370,79.0,2,10,14,60,2334,1645,70.5,2,97,65,0.6701,142,68,1,0.3797,0.5316,2.2785,0.9114,0.1667,1.4,6.2658,5.3924,4.9595,1,58,1,Abdominal problems,58,0.9677,0.2,1,3,10201,3,0,3400.3333,10201.0,579.8908,0.1692,0.119,0.0456,0.2683,0.461,2,2,1,Neutral,1478324.0
Alexander Christensen,2022/23,4,Manchester City,Midfielder,3,28,13756777.0,16.437,2,original,784,0.8607,Experienced,0,0,0,1,4,196,49.0,1,3,2,11,1767,1434,81.2,2,46,21,0.4565,159,79,6,1.3776,0.9184,5.051,2.2959,0.2727,0.6667,57.398,73.0102,30.398,3,118,11,Back injury,354,0.2667,0.75,1,2,6160,1,0,3080.0,6160.0,414.6644,0.0827,0.151,-0.142,-0.0389,0.1833,0,1,2,Negative,16791662.46511716
Alexander Christensen,2023/24,5,Manchester City,Midfielder,3,29,13756777.0,16.437,2,original,841,0.8187,Experienced,0,0,0,1,4,196,49.0,1,3,2,11,1767,1434,81.2,2,46,21,0.4565,159,79,6,1.3776,0.9184,5.051,2.2959,0.2727,0.6667,57.398,73.0102,30.398,3,118,11,Back injury,354,0.2667,0.6,1,2,6160,1,0,3080.0,6160.0,416.1644,0.0,0.2027,-0.3704,0.2917,0.5333,0,2,1,Negative,16224713.678919183
Alexander Fernandez,2022/23,4,Chelsea,Defender,2,28,143536737.0,18.7821,4,original,784,0.8607,Experienced,1,0,0,0,29,2291,79.0,2,9,6,72,2031,1356,66.8,1,92,69,0.75,76,72,50,0.3536,0.2357,2.8285,0.5893,0.125,0.6667,6.4426,2.9856,3.842,0,0,0,,0,1.0,0.0,0,4,14876,4,0,3719.0,14876.0,822.1672,0.0893,0.0763,0.0863,0.3556,0.4778,2,2,2,Positive,144048218.42571205
Alexander Fernandez,2023/24,5,Chelsea,Defender,2,29,143536737.0,18.7821,4,original,841,0.8187,Experienced,1,0,0,0,29,2291,79.0,2,9,6,72,2031,1356,66.8,1,92,69,0.75,76,72,50,0.3536,0.2357,2.8285,0.5893,0.125,0.6667,6.4426,2.9856,3.842,0,0,0,,0,1.0,0.0,0,4,14876,4,0,3719.0,14876.0,822.1672,0.086,0.1445,-0.0561,0.2931,0.3583,1,3,2,Negative,144179386.14875424
Alexander Isak,2022/23,4,Real Sociedad,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,109,54.5,1,0,0,4,35,26,74.3,2,3,0,0.0,7,1,1,0.0,0.0,3.3028,0.0,0.0,0.0,3.3028,5.7798,3.3853,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7716,0.1733,0.0927,0.2198,0.4667,0.5583,2,1,0,Positive,7500000.0
Alexander Isak,2023/24,5,Real Sociedad,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,109,54.5,1,0,0,4,35,26,74.3,2,3,0,0.0,7,1,1,0.0,0.0,3.3028,0.0,0.0,0.0,3.3028,5.7798,3.3853,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7716,0.1863,0.1067,0.1205,0.0083,0.2738,1,1,1,Positive,6333333.333333333
Alexander Lewandowski,2022/23,4,Fenerbahce,Forward,4,28,18724477.0,16.7453,2,original,784,0.8607,Experienced,0,1,0,0,31,2790,90.0,3,20,11,86,2212,1694,76.6,2,25,11,0.44,8,52,48,0.6452,0.3548,2.7742,1.0,0.2326,0.55,2.4839,0.2581,4.1097,0,0,0,,0,1.0,0.0,0,2,6922,2,0,3461.0,6922.0,423.7352,0.237,0.0745,0.3027,0.325,0.575,3,1,0,Positive,22515126.845572937
Alexander Lewandowski,2023/24,5,Fenerbahce,Forward,4,29,18724477.0,16.7453,2,original,841,0.8187,Experienced,0,1,0,0,31,2790,90.0,3,20,11,86,2212,1694,76.6,2,25,11,0.44,8,52,48,0.6452,0.3548,2.7742,1.0,0.2326,0.55,2.4839,0.2581,4.1097,0,0,0,,0,1.0,0.0,0,2,6922,2,0,3461.0,6922.0,423.7352,0.1085,0.1145,-0.0035,-0.1229,0.1595,1,2,1,Neutral,21222235.327628825
Alexander Rasmussen,2022/23,4,Boavista,Midfielder,3,28,9301667.0,16.0457,1,original,784,0.8607,Experienced,0,0,0,1,21,1281,61.0,2,5,1,25,1767,1300,73.6,2,12,6,0.5,67,22,28,0.3513,0.0703,1.7564,0.4215,0.2,0.2,2.3888,4.7073,3.4848,0,0,0,,0,1.0,0.0,0,5,16160,5,0,3232.0,16160.0,882.3986,0.1463,0.1516,-0.0187,0.2716,0.3223,3,4,0,Neutral,6166295.07349387
Alexander Rasmussen,2023/24,5,Boavista,Midfielder,3,29,9301667.0,16.0457,1,original,841,0.8187,Experienced,0,0,0,1,21,1281,61.0,2,5,1,25,1767,1300,73.6,2,12,6,0.5,67,22,28,0.3513,0.0703,1.7564,0.4215,0.2,0.2,2.3888,4.7073,3.4848,0,0,0,,0,1.0,0.0,0,5,16160,5,0,3232.0,16160.0,882.3986,0.124,0.0814,0.0809,0.1071,0.299,2,3,2,Positive,7335910.145576088
Allan Romeo Nyom,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,21,8,38.1,1,6,1,0.1667,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,56.8336,0.2273,0.0853,0.2527,0.0306,0.3294,1,0,2,Positive,7500000.0
Allan Romeo Nyom,2023/24,5,Getafe,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,21,8,38.1,1,6,1,0.1667,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,56.8336,0.108,0.154,-0.1734,0.125,0.3833,1,2,0,Negative,6333333.333333333
Amankwaa Akurugu,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,45,45.0,1,0,0,0,12,8,66.7,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,65.4136,0.0827,0.2057,-0.2224,0.0028,0.4148,0,2,1,Negative,7500000.0
Amankwaa Akurugu,2023/24,5,Getafe,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,45,45.0,1,0,0,0,12,8,66.7,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,65.4136,0.1713,0.1327,0.1498,0.1754,0.3226,1,0,2,Positive,6333333.333333333
Ander Barrenetxea Muguruza,2022/23,4,Real Sociedad,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,2,65,32.5,1,1,0,1,24,20,83.3,2,2,1,0.5,5,0,3,1.3846,0.0,1.3846,1.3846,1.0,0.0,2.7692,6.9231,6.9231,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,81.1429,0.0,0.2487,-0.475,-0.255,0.5498,0,3,0,Negative,9000000.0
Ander Barrenetxea Muguruza,2023/24,5,Real Sociedad,Midfielder,3,29,4800000.0,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,65,32.5,1,1,0,1,24,20,83.3,2,2,1,0.5,5,0,3,1.3846,0.0,1.3846,1.3846,1.0,0.0,2.7692,6.9231,6.9231,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,81.1429,0.29,0.0357,0.4928,0.0111,0.3988,3,0,0,Positive,7600000.0
